diagnostic,scale,distance
inter_date,raw,177.0064398882277
inter_date,raw,140.53596917142735
inter_date,raw,158.40083460879208
inter_date,raw,61.07416451682799
inter_date,raw,173.7995518584282
inter_date,raw,174.28950156892083
inter_date,raw,173.62890607214433
inter_date,raw,162.34721755428717
inter_date,raw,169.13805030070498
inter_date,raw,134.0085063042819
inter_date,raw,181.42817596976022
inter_date,raw,144.1825428224995
inter_date,raw,142.17436687124052
inter_date,raw,144.012849749101
inter_date,raw,146.7493256656852
inter_date,raw,104.437003967076
inter_date,raw,118.57139450659292
inter_date,raw,69.78396723699028
inter_date,raw,173.87107805990703
inter_date,raw,120.03296918128865
inter_date,raw,155.03623328419837
inter_date,raw,150.0258112713244
inter_date,raw,153.01143748099355
inter_date,raw,117.50162106277918
inter_date,raw,131.7346663617006
inter_date,raw,85.55475481484692
inter_date,raw,136.88996710949309
inter_date,raw,169.7268376090296
inter_date,raw,82.01501568383102
inter_date,raw,76.65683813811611
inter_date,raw,72.2607093727125
inter_date,raw,120.19727088653647
inter_date,raw,104.81265173768725
inter_date,raw,145.84559472263808
inter_date,raw,127.28252344218166
inter_date,raw,42.67465861720792
inter_date,raw,160.34333512512336
inter_date,raw,159.26256304635825
inter_date,raw,154.5985055447389
inter_date,raw,145.2971042791451
inter_date,raw,150.27534252640575
inter_date,raw,128.71014755384803
inter_date,raw,140.77786136321293
inter_date,raw,59.46921722722645
inter_date,raw,157.44550266528356
inter_date,raw,156.564896973382
inter_date,raw,152.05863628563694
inter_date,raw,139.5580662987547
inter_date,raw,146.95839830827407
inter_date,raw,114.1700316674756
inter_date,raw,324.69049823309757
inter_date,raw,314.4725601247724
inter_date,raw,143.75227223877027
inter_date,raw,170.10221891836798
inter_date,raw,174.16469866739575
inter_date,raw,161.4843304723255
inter_date,raw,155.41825289628414
inter_date,raw,198.97582259206888
inter_date,raw,272.39802864907955
inter_date,raw,91.85469082300847
inter_date,raw,322.00451046826157
inter_date,raw,320.7159332203945
inter_date,raw,323.89715124300386
inter_date,raw,301.52705596047343
inter_date,raw,314.21014682700434
inter_date,raw,270.9729026823443
inter_date,raw,276.5642846996491
inter_date,raw,103.13363960923525
inter_date,raw,322.5890542418739
inter_date,raw,322.46028732971433
inter_date,raw,326.1065776705524
inter_date,raw,307.55597874130785
inter_date,raw,318.94206165144817
inter_date,raw,277.28778350470543
inter_date,raw,336.3668278191874
inter_date,raw,249.24988059413482
inter_date,raw,271.9900235609142
inter_date,raw,272.357154565209
inter_date,raw,280.32550170250636
inter_date,raw,234.4739457807626
inter_date,raw,253.5087523143925
inter_date,raw,196.38114362491265
inter_date,raw,290.49907025914655
inter_date,raw,188.29609961693944
inter_date,raw,248.9498718426587
inter_date,raw,240.76921312347065
inter_date,raw,245.3021187521333
inter_date,raw,207.47192150815425
inter_date,raw,225.29290128418964
inter_date,raw,165.75487944408698
inter_date,raw,232.05570067181225
inter_date,raw,293.59138574848254
inter_date,raw,117.71580359776111
inter_date,raw,128.5259840321348
inter_date,raw,135.9216116878016
inter_date,raw,216.79150821864374
inter_date,raw,195.8718680425451
inter_date,raw,251.5665915816327
inter_date,raw,218.61596573944564
inter_date,raw,72.62124508775128
inter_date,raw,275.8047181603749
inter_date,raw,278.6819423644094
inter_date,raw,277.3060884053336
inter_date,raw,260.5703422759573
inter_date,raw,272.95433400549064
inter_date,raw,239.77062451633307
inter_date,raw,244.12737271175237
inter_date,raw,86.94885093301365
inter_date,raw,270.01262095722575
inter_date,raw,272.0438104817468
inter_date,raw,271.4599006825344
inter_date,raw,249.95484115945348
inter_date,raw,263.566204861773
inter_date,raw,221.91159825587349
inter_date,raw,531.6154975190067
inter_date,raw,542.835986038228
inter_date,raw,205.18126422867218
inter_date,raw,210.16212916630408
inter_date,raw,223.72031593466153
inter_date,raw,200.43698911913154
inter_date,raw,162.6933327942921
inter_date,raw,309.75004563972146
inter_date,raw,476.28712359998025
inter_date,raw,200.3598325513375
inter_date,raw,510.48884426503156
inter_date,raw,517.7015696118483
inter_date,raw,518.0847110822157
inter_date,raw,465.6664371143382
inter_date,raw,501.5627883473433
inter_date,raw,386.4342621819334
inter_date,raw,410.83205350906616
inter_date,raw,159.3802590168736
inter_date,raw,447.93284965228776
inter_date,raw,448.29449291838546
inter_date,raw,449.2021746942016
inter_date,raw,410.5403995258653
inter_date,raw,447.8059010330257
inter_date,raw,350.74768352763215
inter_date,raw,495.1141507990138
inter_date,raw,357.41704415483736
inter_date,raw,360.38268350661434
inter_date,raw,362.8977395151947
inter_date,raw,369.86233362338123
inter_date,raw,247.63786143614362
inter_date,raw,306.9476140933808
inter_date,raw,151.37412753867562
inter_date,raw,474.26786778851744
inter_date,raw,306.81129321271266
inter_date,raw,380.2613958406331
inter_date,raw,379.0447560425198
inter_date,raw,386.5714104239253
inter_date,raw,278.18150175140454
inter_date,raw,335.9858871575525
inter_date,raw,191.17214023591657
inter_date,raw,384.5121793538256
inter_date,raw,481.63617004707925
inter_date,raw,184.97652280247684
inter_date,raw,179.59677057230178
inter_date,raw,165.3564466970844
inter_date,raw,319.0176420707497
inter_date,raw,276.86138443357567
inter_date,raw,400.9232240063165
inter_date,raw,365.3823462190961
inter_date,raw,133.53889102679665
inter_date,raw,450.0597992674603
inter_date,raw,451.2338771687714
inter_date,raw,450.41478403641617
inter_date,raw,427.74279863688446
inter_date,raw,457.8419064584672
inter_date,raw,379.6676765842164
inter_date,raw,405.5679659440573
inter_date,raw,164.07945320571287
inter_date,raw,443.88166557734087
inter_date,raw,445.02574497491287
inter_date,raw,445.6421513763407
inter_date,raw,402.6052398648913
inter_date,raw,441.3046674620715
inter_date,raw,339.93901326281343
inter_date,raw,169.12748344004265
inter_date,raw,161.76054282267265
inter_date,raw,78.29669229162573
inter_date,raw,80.85633570605042
inter_date,raw,82.66559859141039
inter_date,raw,57.62421882540444
inter_date,raw,50.339487364247546
inter_date,raw,98.45328388196535
inter_date,raw,133.05722341301487
inter_date,raw,49.90601285464127
inter_date,raw,161.90421918676546
inter_date,raw,163.8180520170676
inter_date,raw,164.65965981814907
inter_date,raw,153.4219302788105
inter_date,raw,157.96277910740028
inter_date,raw,131.73368359253126
inter_date,raw,131.79430221082433
inter_date,raw,47.058078983518314
inter_date,raw,157.6221040291349
inter_date,raw,160.39952443968215
inter_date,raw,160.78913931428508
inter_date,raw,148.69004894330322
inter_date,raw,153.44449904025328
inter_date,raw,126.54820980465075
inter_date,raw,159.07935463607015
inter_date,raw,116.26911645177402
inter_date,raw,132.68748528026296
inter_date,raw,134.1561867394724
inter_date,raw,135.7081131115075
inter_date,raw,97.02764855098434
inter_date,raw,112.61217951975921
inter_date,raw,59.402982128124556
inter_date,raw,156.94141783147106
inter_date,raw,105.06770776164156
inter_date,raw,140.98491771749744
inter_date,raw,143.65058674237488
inter_date,raw,146.3745908050073
inter_date,raw,113.93359072388658
inter_date,raw,125.49170552176707
inter_date,raw,85.25138771388333
inter_date,raw,138.38537460570717
inter_date,raw,164.29527987162393
inter_date,raw,83.55313571671167
inter_date,raw,84.53862001363356
inter_date,raw,86.84070494712883
inter_date,raw,139.46182166593462
inter_date,raw,122.20624399525816
inter_date,raw,162.02772029148946
inter_date,raw,121.0307910448923
inter_date,raw,35.80130767098293
inter_date,raw,159.56190487737115
inter_date,raw,161.10528297477074
inter_date,raw,163.3308566989104
inter_date,raw,154.96738808229173
inter_date,raw,157.20015865434863
inter_date,raw,137.60919906265957
inter_date,raw,134.25688330318752
inter_date,raw,49.06299097418882
inter_date,raw,156.4118732933752
inter_date,raw,157.7505895770433
inter_date,raw,159.87088819687324
inter_date,raw,148.7696815710846
inter_date,raw,153.72890873532012
inter_date,raw,126.24045225566283
inter_date,raw,20077.102456025917
inter_date,raw,18721.78909823232
inter_date,raw,11242.084623747502
inter_date,raw,10943.924834071619
inter_date,raw,10037.786548940127
inter_date,raw,7570.477698195078
inter_date,raw,6102.971812563162
inter_date,raw,10429.05300346619
inter_date,raw,16451.538787532267
inter_date,raw,9649.020096050588
inter_date,raw,20592.129666474346
inter_date,raw,20078.933323417605
inter_date,raw,19707.24106602758
inter_date,raw,17847.56495845942
inter_date,raw,18604.316873680407
inter_date,raw,15386.060445408431
inter_date,raw,15817.488299902723
inter_date,raw,8040.151498605963
inter_date,raw,19938.185191726534
inter_date,raw,20220.773442909256
inter_date,raw,20031.125615838468
inter_date,raw,18356.270578161853
inter_date,raw,18978.470711195732
inter_date,raw,15952.710874271344
inter_date,raw,20111.142157507224
inter_date,raw,14273.817187413548
inter_date,raw,17442.323162243352
inter_date,raw,17304.913680586782
inter_date,raw,17298.989018337103
inter_date,raw,12642.741784532227
inter_date,raw,14528.224012225472
inter_date,raw,9324.133432223327
inter_date,raw,19386.74691431347
inter_date,raw,12961.063029595329
inter_date,raw,18504.243602096096
inter_date,raw,17679.922242139393
inter_date,raw,17691.50967293183
inter_date,raw,13671.310797800608
inter_date,raw,15220.567353355646
inter_date,raw,10118.670226236323
inter_date,raw,17145.73162166788
inter_date,raw,19714.00311432629
inter_date,raw,11310.037167716075
inter_date,raw,10315.542091998157
inter_date,raw,9133.641065076663
inter_date,raw,13883.325794333545
inter_date,raw,12051.759914148382
inter_date,raw,16310.662943037265
inter_date,raw,14482.840128596192
inter_date,raw,8010.772087848485
inter_date,raw,18902.848486767554
inter_date,raw,18884.333947084288
inter_date,raw,18148.435772610253
inter_date,raw,16716.770755785583
inter_date,raw,17369.920636923925
inter_date,raw,15172.357809467581
inter_date,raw,15946.112217020098
inter_date,raw,9138.326400239896
inter_date,raw,18690.78757437197
inter_date,raw,18688.249617350917
inter_date,raw,17996.893176819634
inter_date,raw,16117.535123071777
inter_date,raw,16812.504167374238
inter_date,raw,13976.288526294744
inter_date,raw,753.0198163063174
inter_date,raw,709.0519051287196
inter_date,raw,308.942890873748
inter_date,raw,313.19465411952297
inter_date,raw,312.2070793826858
inter_date,raw,230.39196995865237
inter_date,raw,196.45140181177004
inter_date,raw,361.8927672667692
inter_date,raw,584.3409291060925
inter_date,raw,239.8680906099374
inter_date,raw,699.9735071517248
inter_date,raw,689.5601233326041
inter_date,raw,660.1478888241995
inter_date,raw,611.2246756853544
inter_date,raw,642.8573052248472
inter_date,raw,540.3709167586385
inter_date,raw,581.186652974101
inter_date,raw,231.58511432855832
inter_date,raw,693.8222635036536
inter_date,raw,686.7737527745218
inter_date,raw,656.3146884217168
inter_date,raw,598.2917995267463
inter_date,raw,632.1577654954422
inter_date,raw,527.2477660884284
inter_date,raw,741.6242510610779
inter_date,raw,509.9131272299514
inter_date,raw,577.4894402250387
inter_date,raw,570.8500996842549
inter_date,raw,560.4519939298995
inter_date,raw,383.1859318050877
inter_date,raw,462.5731312838158
inter_date,raw,252.05346832142013
inter_date,raw,711.4507144192204
inter_date,raw,441.2020225501929
inter_date,raw,601.6263177342529
inter_date,raw,592.5224478367686
inter_date,raw,576.9277854661336
inter_date,raw,437.59169107198335
inter_date,raw,502.18899105625087
inter_date,raw,304.00897004701625
inter_date,raw,575.8724282090857
inter_date,raw,728.6673388960215
inter_date,raw,278.91000639393826
inter_date,raw,292.18930385233864
inter_date,raw,272.5554443376526
inter_date,raw,467.52975777458477
inter_date,raw,412.622528699629
inter_date,raw,568.6985311614917
inter_date,raw,514.8605899496807
inter_date,raw,195.23962688133244
inter_date,raw,678.4872803401205
inter_date,raw,666.9675254909521
inter_date,raw,635.495278119283
inter_date,raw,601.300068452872
inter_date,raw,620.7371925399516
inter_date,raw,555.9989936613024
inter_date,raw,580.5016252386912
inter_date,raw,240.75450905632565
inter_date,raw,671.4356442763237
inter_date,raw,661.6109600815271
inter_date,raw,633.123344730596
inter_date,raw,578.9968875851866
inter_date,raw,611.4153832161351
inter_date,raw,509.86658648307673
inter_date,raw,187.3851076564746
inter_date,raw,184.49910875381588
inter_date,raw,104.86866077100804
inter_date,raw,110.28774594106956
inter_date,raw,117.14324640614767
inter_date,raw,116.13064789689405
inter_date,raw,110.37028450801851
inter_date,raw,159.38973087850988
inter_date,raw,174.02537701507242
inter_date,raw,81.02226325434968
inter_date,raw,188.71869812980782
inter_date,raw,192.30557977319526
inter_date,raw,194.27249823747204
inter_date,raw,196.2705213717124
inter_date,raw,203.8375359727167
inter_date,raw,181.58268728441203
inter_date,raw,175.3849592427225
inter_date,raw,81.62305383080609
inter_date,raw,194.7135449405956
inter_date,raw,198.2413977596866
inter_date,raw,200.71625094360732
inter_date,raw,201.8767230502908
inter_date,raw,210.3638960230581
inter_date,raw,188.6202407964088
inter_date,raw,185.50580789264998
inter_date,raw,160.98142546653665
inter_date,raw,176.67837590351786
inter_date,raw,179.66113937076096
inter_date,raw,186.39473043976935
inter_date,raw,147.0158417929688
inter_date,raw,170.9113047962096
inter_date,raw,126.55176100823613
inter_date,raw,183.09701760854233
inter_date,raw,140.9523993022028
inter_date,raw,183.33517720934233
inter_date,raw,186.72767922961017
inter_date,raw,191.93767202004975
inter_date,raw,163.99470991758358
inter_date,raw,184.70508588016736
inter_date,raw,138.56590103113908
inter_date,raw,164.7655305563752
inter_date,raw,181.3427759271165
inter_date,raw,122.57563262853557
inter_date,raw,126.44259826008759
inter_date,raw,131.0826257057157
inter_date,raw,191.62354975688288
inter_date,raw,180.48571207135694
inter_date,raw,216.08210864986353
inter_date,raw,154.8142271901268
inter_date,raw,58.51533681742884
inter_date,raw,190.0913392606427
inter_date,raw,194.18069257536297
inter_date,raw,196.0960573047714
inter_date,raw,198.90068037782552
inter_date,raw,206.56880123304472
inter_date,raw,195.6010387729258
inter_date,raw,168.62523165291722
inter_date,raw,74.99353146708562
inter_date,raw,189.37610600022782
inter_date,raw,192.7829051339998
inter_date,raw,195.29524352338217
inter_date,raw,196.27544193592547
inter_date,raw,204.47179337432897
inter_date,raw,183.36692738747576
inter_date,raw,186.63255693882513
inter_date,raw,180.03781018230057
inter_date,raw,106.27729341321266
inter_date,raw,97.92356865238852
inter_date,raw,100.19955535259197
inter_date,raw,83.23823740725572
inter_date,raw,80.49860432093868
inter_date,raw,100.8948356316757
inter_date,raw,157.331731731154
inter_date,raw,81.59518251418896
inter_date,raw,180.7556970715156
inter_date,raw,174.65242268574463
inter_date,raw,167.064372217076
inter_date,raw,158.4871934138228
inter_date,raw,165.03886176551612
inter_date,raw,143.6514672658064
inter_date,raw,151.08118284393927
inter_date,raw,75.47133640692749
inter_date,raw,174.17214903652075
inter_date,raw,169.00883588482247
inter_date,raw,160.98354230435217
inter_date,raw,153.50671809403002
inter_date,raw,159.63519143734598
inter_date,raw,139.44101842373217
inter_date,raw,176.16806183841828
inter_date,raw,136.45074224614467
inter_date,raw,151.85271980410744
inter_date,raw,142.6189144605468
inter_date,raw,140.84028230249902
inter_date,raw,113.57087544788936
inter_date,raw,126.90022327272189
inter_date,raw,88.01691700219583
inter_date,raw,168.5273487060921
inter_date,raw,118.17776914059436
inter_date,raw,155.41994762271545
inter_date,raw,146.88214521626966
inter_date,raw,143.3134416568237
inter_date,raw,120.00509661795917
inter_date,raw,133.65952102085288
inter_date,raw,98.6216314531259
inter_date,raw,155.93658089718642
inter_date,raw,175.9982328780334
inter_date,raw,88.6604343495317
inter_date,raw,87.47786284595229
inter_date,raw,83.79930140918042
inter_date,raw,117.36790954292485
inter_date,raw,102.78723546145953
inter_date,raw,138.55436658582795
inter_date,raw,133.64015293387865
inter_date,raw,66.20171196175116
inter_date,raw,170.49782675615378
inter_date,raw,165.5707705469894
inter_date,raw,157.24163900097926
inter_date,raw,152.72998855746013
inter_date,raw,157.2720714694307
inter_date,raw,144.48888777506798
inter_date,raw,147.66033456809552
inter_date,raw,70.35289448135565
inter_date,raw,168.60558194171617
inter_date,raw,163.32128083568756
inter_date,raw,155.84899494764306
inter_date,raw,148.39962737406688
inter_date,raw,154.96603410486594
inter_date,raw,134.3554830787837
inter_date,raw,229.62567235560118
inter_date,raw,210.69582142668767
inter_date,raw,102.30422651046614
inter_date,raw,97.93545918954312
inter_date,raw,92.3505227252074
inter_date,raw,57.72412324810057
inter_date,raw,42.25309935095773
inter_date,raw,109.61636293824715
inter_date,raw,188.1381086241346
inter_date,raw,90.62324710948437
inter_date,raw,224.08569191590206
inter_date,raw,217.93595130002672
inter_date,raw,210.6542988665372
inter_date,raw,193.9898553741799
inter_date,raw,195.6307221892454
inter_date,raw,162.25208652998376
inter_date,raw,193.16098639908284
inter_date,raw,82.95581153039652
inter_date,raw,232.62912441009945
inter_date,raw,228.1288013381914
inter_date,raw,221.002538500827
inter_date,raw,200.35664629426626
inter_date,raw,204.31814594378238
inter_date,raw,168.85899478277022
inter_date,raw,230.97215290304297
inter_date,raw,175.9048841670109
inter_date,raw,200.12538108586304
inter_date,raw,195.01335805895084
inter_date,raw,189.54212137097528
inter_date,raw,121.8639280685048
inter_date,raw,147.88504524509185
inter_date,raw,72.4794203139596
inter_date,raw,226.44144426003697
inter_date,raw,158.6367471915754
inter_date,raw,207.14042640199426
inter_date,raw,200.47207307586095
inter_date,raw,195.05348396566222
inter_date,raw,140.40841257356544
inter_date,raw,159.78192448727467
inter_date,raw,93.68676438765814
inter_date,raw,202.23398532746313
inter_date,raw,234.96453316455677
inter_date,raw,110.47537298291546
inter_date,raw,105.23590987011266
inter_date,raw,97.60684774230995
inter_date,raw,164.7950431596776
inter_date,raw,140.50153045260328
inter_date,raw,190.93537378989186
inter_date,raw,177.74183726485364
inter_date,raw,71.6528710420694
inter_date,raw,224.36351111321025
inter_date,raw,219.9225107038516
inter_date,raw,212.84100789757866
inter_date,raw,194.92902401838958
inter_date,raw,198.5341145568115
inter_date,raw,172.5406870580855
inter_date,raw,195.14886716848463
inter_date,raw,85.75886737436154
inter_date,raw,223.59005323305846
inter_date,raw,218.38773404418203
inter_date,raw,211.32683866015512
inter_date,raw,187.72687068235723
inter_date,raw,192.89338283844043
inter_date,raw,155.4199284733675
inter_date,raw,318.5717895844634
inter_date,raw,312.89727604621754
inter_date,raw,112.84780231841131
inter_date,raw,112.15006422094419
inter_date,raw,114.35573933584452
inter_date,raw,91.01357172474465
inter_date,raw,77.34758438066316
inter_date,raw,152.99334719429564
inter_date,raw,264.2469393209242
inter_date,raw,110.12777346380538
inter_date,raw,289.8209781999259
inter_date,raw,289.68612683960777
inter_date,raw,280.4427436046014
inter_date,raw,241.83550649642197
inter_date,raw,257.26224287124387
inter_date,raw,200.73298347496834
inter_date,raw,256.75885017435553
inter_date,raw,113.6073019115367
inter_date,raw,278.3641334184588
inter_date,raw,276.41468372890824
inter_date,raw,268.62925859151784
inter_date,raw,231.70687172538044
inter_date,raw,246.33275138471114
inter_date,raw,194.2845467839571
inter_date,raw,306.65054952471473
inter_date,raw,234.69066520280123
inter_date,raw,219.7678327181188
inter_date,raw,218.95194759842366
inter_date,raw,215.5945061253384
inter_date,raw,141.78946708479612
inter_date,raw,169.94656898426578
inter_date,raw,88.20618094636485
inter_date,raw,291.4092631179599
inter_date,raw,202.83586564722015
inter_date,raw,237.05116737190085
inter_date,raw,235.28303940350733
inter_date,raw,231.7797888853001
inter_date,raw,163.7913479240033
inter_date,raw,187.42184482249306
inter_date,raw,110.7571815902225
inter_date,raw,234.14551781297195
inter_date,raw,297.61136121026794
inter_date,raw,133.16602598332082
inter_date,raw,129.06755221865131
inter_date,raw,121.67163435716172
inter_date,raw,196.3842541998188
inter_date,raw,170.164219526735
inter_date,raw,233.52435951757846
inter_date,raw,233.371526423508
inter_date,raw,108.70073459908609
inter_date,raw,279.11244320592544
inter_date,raw,277.08941364614043
inter_date,raw,267.5566111658829
inter_date,raw,243.7212040377674
inter_date,raw,253.19137724635246
inter_date,raw,216.9188013267813
inter_date,raw,253.6474869164834
inter_date,raw,124.90309338881579
inter_date,raw,274.72958295385666
inter_date,raw,273.14149590590273
inter_date,raw,264.6162259269252
inter_date,raw,230.25827243295632
inter_date,raw,244.7303910136914
inter_date,raw,195.0396479839786
inter_date,raw,322.69685298832934
inter_date,raw,302.3012604726175
inter_date,raw,139.63824968041357
inter_date,raw,146.86118222742897
inter_date,raw,158.7669657226021
inter_date,raw,141.2153507860213
inter_date,raw,130.1915998771481
inter_date,raw,213.6698854318881
inter_date,raw,269.13677041696883
inter_date,raw,103.08814276419685
inter_date,raw,322.8656219256373
inter_date,raw,319.53165829814407
inter_date,raw,324.0488232982067
inter_date,raw,313.6319427859897
inter_date,raw,327.45858743983985
inter_date,raw,276.4866444936054
inter_date,raw,261.5547948600555
inter_date,raw,99.18546990601088
inter_date,raw,311.0051413026265
inter_date,raw,311.5666227577445
inter_date,raw,317.18976218991565
inter_date,raw,309.3712349458249
inter_date,raw,323.01971550842353
inter_date,raw,276.38789652450066
inter_date,raw,299.6670051708984
inter_date,raw,234.86720538778218
inter_date,raw,271.6317863964974
inter_date,raw,271.6906613709615
inter_date,raw,280.60950614773583
inter_date,raw,205.58341778136355
inter_date,raw,244.42865231275275
inter_date,raw,162.4779838565682
inter_date,raw,289.4903490660456
inter_date,raw,203.09547953985538
inter_date,raw,281.5783110221653
inter_date,raw,278.8356744273109
inter_date,raw,286.59800793927707
inter_date,raw,227.96635220596752
inter_date,raw,260.1275557069939
inter_date,raw,178.53492722180508
inter_date,raw,258.41281803310284
inter_date,raw,291.09016920387893
inter_date,raw,134.78771338134433
inter_date,raw,135.8992043758903
inter_date,raw,143.8653264093094
inter_date,raw,251.57413053563735
inter_date,raw,228.96457214516627
inter_date,raw,296.7907486966276
inter_date,raw,237.66628264177885
inter_date,raw,73.79299594134933
inter_date,raw,300.76925432171106
inter_date,raw,303.59779402313563
inter_date,raw,308.522916297886
inter_date,raw,306.20769144098756
inter_date,raw,313.93272757149134
inter_date,raw,287.3923323239008
inter_date,raw,262.2036195311539
inter_date,raw,102.22647156238563
inter_date,raw,298.6577387922104
inter_date,raw,301.57371216511496
inter_date,raw,306.5837588498063
inter_date,raw,297.1805582910673
inter_date,raw,310.7769282091945
inter_date,raw,266.73219525976845
inter_date,raw,329.8066172197046
inter_date,raw,352.60895394865105
inter_date,raw,147.47006859343486
inter_date,raw,160.1155600168947
inter_date,raw,163.62392456629377
inter_date,raw,184.8200540551603
inter_date,raw,151.63658780751024
inter_date,raw,272.22736744003777
inter_date,raw,332.60275667829336
inter_date,raw,177.38338305301693
inter_date,raw,337.7864392947541
inter_date,raw,346.9971953365453
inter_date,raw,350.145180348707
inter_date,raw,322.2831104383373
inter_date,raw,334.6418238917829
inter_date,raw,274.8276462058496
inter_date,raw,314.3811286442287
inter_date,raw,168.6478703294728
inter_date,raw,327.2507071002583
inter_date,raw,330.20000477704707
inter_date,raw,335.139683032101
inter_date,raw,317.63687525822553
inter_date,raw,327.4746264252865
inter_date,raw,272.2798996437306
inter_date,raw,328.74384386776336
inter_date,raw,293.84066989733446
inter_date,raw,289.9146657084756
inter_date,raw,287.7023071849161
inter_date,raw,296.50535508694963
inter_date,raw,197.54037411314658
inter_date,raw,238.19009390260825
inter_date,raw,142.80342070232672
inter_date,raw,331.852778154783
inter_date,raw,266.25487643645226
inter_date,raw,305.80187330081174
inter_date,raw,300.11592502295
inter_date,raw,307.80573022528966
inter_date,raw,237.82865418195513
inter_date,raw,271.8723084157953
inter_date,raw,172.2907720078113
inter_date,raw,293.77211416253215
inter_date,raw,330.14580337798515
inter_date,raw,180.07219947512587
inter_date,raw,185.89783740641244
inter_date,raw,184.1946636228717
inter_date,raw,294.7985414813374
inter_date,raw,261.68887436092064
inter_date,raw,336.60470758245
inter_date,raw,305.8480476867713
inter_date,raw,155.3347431854065
inter_date,raw,344.1355586656154
inter_date,raw,345.0587769117162
inter_date,raw,343.4182620050533
inter_date,raw,323.753353080632
inter_date,raw,332.8044859866783
inter_date,raw,296.25057765666
inter_date,raw,329.0393665838554
inter_date,raw,180.5895026084876
inter_date,raw,340.7634220708387
inter_date,raw,341.2005044342556
inter_date,raw,339.15854383627556
inter_date,raw,314.93752214866817
inter_date,raw,325.73661943063024
inter_date,raw,267.57970274560915
inter_date,raw,1268.297471491005
inter_date,raw,1146.1393485305352
inter_date,raw,570.522817873471
inter_date,raw,637.9895179389705
inter_date,raw,700.0938489384324
inter_date,raw,676.7795050915067
inter_date,raw,610.2297613253083
inter_date,raw,781.8450362535314
inter_date,raw,983.0670641815702
inter_date,raw,466.2996654257758
inter_date,raw,1094.1949591507687
inter_date,raw,1125.713504558437
inter_date,raw,1150.209903204007
inter_date,raw,1089.1304567340471
inter_date,raw,1151.445178894766
inter_date,raw,996.3181229322959
inter_date,raw,939.1134259426357
inter_date,raw,434.25214689547977
inter_date,raw,1004.0504442720281
inter_date,raw,1049.0382571102698
inter_date,raw,1067.6773766708563
inter_date,raw,1010.2042690360062
inter_date,raw,1068.0713725426958
inter_date,raw,927.0419546677948
inter_date,raw,1149.289081500883
inter_date,raw,816.3545264146081
inter_date,raw,855.117612350711
inter_date,raw,884.8198986099886
inter_date,raw,925.7510167104739
inter_date,raw,756.222473918571
inter_date,raw,851.1619342950302
inter_date,raw,602.552507097534
inter_date,raw,1094.8615583009744
inter_date,raw,693.0284192448044
inter_date,raw,900.0943940247389
inter_date,raw,912.6104898860192
inter_date,raw,956.7406693212813
inter_date,raw,824.9546343948398
inter_date,raw,913.5602451007659
inter_date,raw,682.8906249574392
inter_date,raw,936.0899387942939
inter_date,raw,1093.5317727872557
inter_date,raw,490.64350207758014
inter_date,raw,518.4276379339835
inter_date,raw,565.9972367634047
inter_date,raw,855.4961784306952
inter_date,raw,783.9306828260969
inter_date,raw,1007.7595487196905
inter_date,raw,823.7850866868246
inter_date,raw,367.4680521422755
inter_date,raw,974.4783326648845
inter_date,raw,1013.2363386575664
inter_date,raw,1020.6765139508955
inter_date,raw,974.1168978386331
inter_date,raw,1037.4993452378885
inter_date,raw,922.2426228260884
inter_date,raw,920.3882349183906
inter_date,raw,423.82780750756154
inter_date,raw,954.4412570165008
inter_date,raw,994.8074517570868
inter_date,raw,1004.7134889810509
inter_date,raw,945.0259153350039
inter_date,raw,1009.3731707929761
inter_date,raw,854.8008209240214
inter_date,raw,262.85451684117874
inter_date,raw,258.45498191865335
inter_date,raw,78.89369920221465
inter_date,raw,89.31476908210912
inter_date,raw,91.46510035709431
inter_date,raw,121.25346705892382
inter_date,raw,100.38358722088653
inter_date,raw,179.49746731864917
inter_date,raw,229.04596713219775
inter_date,raw,122.69158973000631
inter_date,raw,265.5329322235532
inter_date,raw,266.64010377375
inter_date,raw,264.65856260832516
inter_date,raw,225.71870003971546
inter_date,raw,242.450872539651
inter_date,raw,175.31964854706578
inter_date,raw,223.41233832684054
inter_date,raw,105.8623882126945
inter_date,raw,267.3518837822258
inter_date,raw,266.5101093633357
inter_date,raw,264.12990580935195
inter_date,raw,228.6331538679792
inter_date,raw,243.31192624362035
inter_date,raw,181.950174694691
inter_date,raw,259.65911146475617
inter_date,raw,204.56403628320447
inter_date,raw,204.786049067941
inter_date,raw,203.25719690883787
inter_date,raw,205.45200966116036
inter_date,raw,117.35786108959131
inter_date,raw,152.43755064037896
inter_date,raw,81.16709139910384
inter_date,raw,251.57800491999257
inter_date,raw,173.88512217635446
inter_date,raw,228.0588048122259
inter_date,raw,226.75501713880345
inter_date,raw,226.03147168143684
inter_date,raw,147.6130922377822
inter_date,raw,179.081643724441
inter_date,raw,94.45507876637393
inter_date,raw,196.05854704411033
inter_date,raw,257.3435319808542
inter_date,raw,128.14244074094896
inter_date,raw,123.35579951428925
inter_date,raw,118.95557394014192
inter_date,raw,196.50314277142647
inter_date,raw,172.04742217246522
inter_date,raw,232.27578154098674
inter_date,raw,192.249431078482
inter_date,raw,69.23284986189721
inter_date,raw,260.5602137702531
inter_date,raw,259.8030876360751
inter_date,raw,256.1504103804935
inter_date,raw,228.6616730330768
inter_date,raw,239.36824713836887
inter_date,raw,193.39679018117377
inter_date,raw,210.97593873755005
